activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,approved
2023,549300GKFNPRWNS0GF29,10740,NM,35001.0,35001000712.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,2,0,2,1,2,1,2,2,2,225000,75,8.99,2.34,3,,,,,,360,,,2,2,2,2,305000,1,3,3,5,1,,56.0,49,1,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,3,4,45-54,9999,No,,1,1,6,,,,,10,,,,4189,61.85,86500,77.3,977,1454,44,0
2023,549300GKFNPRWNS0GF29,19740,CO,8031.0,8031004700.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,655000,67.31,5.75,-0.644,2,24328.67,,21974.67,20514.67,,360,,,2,2,2,2,975000,1,1,3,5,1,,130.0,49,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,2,,,,,10,,,,6172,65.42,125500,86.99,1562,1839,62,1
2023,549300GKFNPRWNS0GF29,99999,MT,30031.0,30031001102.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,1,1,1,1,2,2,2,605000,93.72,7.875,0.771,2,10850.19,,6553.44,4758.44,,360,,,2,2,2,2,645000,1,1,3,5,1,,190.0,44,1,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,35-44,65-74,No,Yes,1,1,2,,,,,10,,,,5049,12.89,85100,144.65,570,1047,18,1
2023,549300GKFNPRWNS0GF29,26420,TX,48201.0,48201250101.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,31,1,2,2,2,165000,75,7.49,0.69,3,7017.33,,4643.31,2698.31,,360,,,2,2,2,2,225000,1,3,3,5,1,,278.0,20%-<30%,2,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,3,3,3,3,45-54,35-44,No,No,1,1,1,,,,,10,,,,4361,79.04,94100,123.94,1162,1570,32,1
2023,549300GKFNPRWNS0GF29,29820,NV,32003.0,32003003314.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,1,1,2,2,2,405000,80,8.25,0.559,2,18077.56,,14010.56,2379.56,,360,,12,2,2,2,1,505000,1,1,3,5,1,,111.0,43,3,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,3,4,55-64,9999,No,,1,1,1,,,,,10,,,,8198,34.76,83900,151.35,2349,2924,15,1
2023,549300GKFNPRWNS0GF29,41740,CA,6073.0,6073020403.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,9,2,1,1,1,2,2,2,575000,80,5.25,-1.886,2,7629.32,,3985.12,2065.12,,360,,,2,2,2,2,715000,1,1,3,5,1,,153.0,36,9,2,2.0,,,,,2.0,,,,,2,2,2.0,25.0,,,,2.0,25.0,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,4220,56.07,116800,102.95,985,1228,46,1
2023,549300GKFNPRWNS0GF29,31140,IN,18019.0,18019050606.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,395000,80,6.625,-0.008,2,5534.95,,3819,,14.5,360,,,2,2,2,2,485000,1,1,3,5,1,,113.0,30%-<36%,9,1,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,1,1,,,,,10,,,,3980,22.64,89300,102.92,1445,1784,27,1
2023,549300GKFNPRWNS0GF29,99999,TX,48073.0,48073950202.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,3,2,1,1,1,2,2,2,365000,80,7.49,0.447,2,5699.27,,1794,,,360,,,2,2,2,2,455000,1,1,3,5,1,,115.0,46,9,2,2.0,,,,,1.0,12.0,,,,2,2,5.0,,,,,6.0,,,,,2,2,1,2,2,2,55-64,55-64,No,No,2,1,1,,,,,10,,,,4195,19.93,73200,113.17,1248,1859,19,1
2023,549300GKFNPRWNS0GF29,24340,MI,26139.0,26139022105.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,265000,90,5.875,-0.004,2,8614.04,,6396.04,5446.04,,360,,,2,2,2,2,295000,1,1,3,5,1,,60.0,43,2,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,<25,25-34,No,No,2,1,1,,,,,10,,,,5994,31.33,97500,106.29,1758,1957,35,1
2023,549300GKFNPRWNS0GF29,19740,CO,8001.0,8001009316.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,495000,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,121.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,2,1,6,,,,,10,,,,8150,73.53,125500,49.55,1696,2139,27,0
2023,549300GKFNPRWNS0GF29,40140,CA,6065.0,6065040901.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,1,1,2,1,1,1,2,2,2,675000,96,6.25,0.526,2,15244,,7815,,6478.08,360,,,2,2,2,2,705000,1,1,3,5,1,,135.0,49,1,10,2.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,2,1,1,,,,,10,,,,7668,78.6,94500,117.71,1070,1607,17,1
2023,549300GKFNPRWNS0GF29,34980,TN,47149.0,47149040702.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,415000,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,95.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,2,1,6,,,,,10,,,,6970,23.01,100500,108.75,1898,2441,20,0
2023,549300GKFNPRWNS0GF29,38900,OR,41067.0,41067031918.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,2,2,2,1,2,65000,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,182.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,8888,No,,1,1,6,,,,,10,,,,4648,35.63,114400,129.52,1345,1676,25,0
2023,549300GKFNPRWNS0GF29,39580,NC,37183.0,37183053115.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,9,2,1,2,2,2,1,2,85000,85,11.5,4.49,2,,,,,,360,,,2,2,2,2,585000,1,1,3,5,1,,200.0,20%-<30%,11,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,2747,29.05,117000,69.51,536,794,24,1
2023,549300LVO8UXHRM8O957,99999,OR,41007.0,41007950100.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,2,2,45000,79.566,,,3,,,,,,240,,,2,2,2,2,275000,1,1,3,5,1,,48.0,45,7,10,2.0,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,2,5,1,4,35-44,9999,No,,2,2,6,,,,,1,,,,3454,24.2,77600,119.84,765,1479,68,0
2023,549300KX4S1573HISS22,40060,VA,51087.0,51087201204.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,71,2,1,32,1,2,2,1,155000,70.00000,8.375,,3,,,,,,360,,,2,2,2,2,225000,1,3,3,5,1,,,,1,3,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,2,1,2,2,45-54,45-54,No,No,2,1,6,,,,,10,,,,3926,58.33,109100,71.21,1099,1726,60,1
2023,549300KX4S1573HISS22,11244,CA,6059.0,6059110401.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,1,1,2,2,2,575000,69.93900,8.625,,3,,,,,,360,,,2,2,2,2,815000,1,3,3,5,1,,98.0,>60%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,2,1,6,,,,,10,,,,5704,77.14,127800,102.85,996,1209,62,0
2023,549300KX4S1573HISS22,31084,CA,6037.0,6037670604.0,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,2,0,2,1,1,1,2,2,2,1805000,80.00000,7.125,,3,,,,,,360,,,2,2,2,2,2265000,1,1,3,5,1,,761.0,30%-<36%,2,3,2.0,,,,,2.0,,,,,2,2,2.0,25.0,,,,2.0,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,6,,,,,10,,,,5356,39.54,98200,199.47,1596,1750,54,0
2023,254900WQ6O9JA8WI5W89,47664,MI,26147.0,26147650100.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,85000,72.19200,9.250,1.310,2,,,,,,420,,,2,2,2,2,415000,1,1,3,5,1,,145.0,30%-<36%,8,8,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,3952,9.77,108200,108.56,1360,1584,32,1
2023,549300MNZECUR067HB12,36420,OK,40109.0,40109107221.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,2,1,75000,46.3300,6.5000,,3,,,,,,60,,,2,2,1,2,165000,1,3,3,5,1,,,,9,10,4.0,,,,,5.0,,,,,3,4,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,1,1,6,,,,,10,,,,2395,69.02,85800,78.19,557,811,55,1
2023,549300MNZECUR067HB12,36420,OK,40109.0,40109106903.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,1,1,145000,80.0000,8.7500,,3,,,,,,24,,,2,1,1,2,185000,1,3,3,5,1,,,,9,10,4.0,,,,,5.0,,,,,3,4,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,1,1,6,,,,,10,,,,6139,38.2,85800,92.76,1358,1920,51,1
2023,549300MNZECUR067HB12,99999,OK,40121.0,40121486600.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,2,2,2,2,35000,69.5030,9.5000,2.922,2,1834.17,,1171.67,,,120,,36,2,2,2,2,295000,1,1,3,5,1,,70.0,40,11,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,3012,30.71,68700,134.73,974,1366,32,1
2023,549300MNZECUR067HB12,36420,OK,40109.0,40109107103.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,2,0,2,1,2,1,2,2,2,15000,23.8100,11.6250,5.145,3,,,,,,60,,,2,2,2,2,65000,1,1,3,5,1,,23.0,20%-<30%,9,10,1.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,2031,75.87,85800,52.73,349,540,63,0
2023,549300MNZECUR067HB12,99999,OK,40121.0,40121486500.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,185000,47.3680,8.5000,0.991,2,,,1200.00,,,12,,,2,2,2,1,385000,1,1,3,5,1,,92.0,30%-<36%,11,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,5929,34.66,68700,126.68,1817,2778,49,1
2023,549300MNZECUR067HB12,99999,OK,40021.0,40021978301.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Male,1,0,2,1,31,1,2,2,2,45000,46.6670,9.7500,2.178,2,1257.50,,645.00,,500.00,120,,36,2,2,2,2,95000,1,1,3,5,1,,64.0,30%-<36%,11,10,2.0,,,,,5.0,,,,,2,4,1.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,3116,52.63,68700,95.01,1040,1839,28,1
2023,549300CEHN5CVC6INV48,18140,OH,39041.0,39041011102.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,55000,10,8.500,0.420,2,,,,,,120,36,1,1,2,1,2,555000,1,1,3,5,1,,83.0,20%-<30%,3,3,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,5416,7.85,100900,139.79,2005,2252,34,1
2023,549300CEHN5CVC6INV48,44220,OH,39023.0,39023002902.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,1,1,75000,80,9.500,,3,,,,,,12,,1,2,1,1,2,85000,1,3,3,5,1,,,,9,8,4.0,,,,,2.0,,,,,3,2,7.0,,,,,5.0,,,,,3,2,4,1,3,2,8888,45-54,,No,1,1,6,,,,,10,,,,4410,14.31,84500,91.01,1485,1970,59,1
2023,549300CEHN5CVC6INV48,18140,OH,39049.0,39049004002.0,,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,7225000,70,5.890,,3,,,,,,120,,60,2,1,1,2,10045000,1,3,3,5,50-99,100,,,9,10,4.0,,,,,5.0,,,,,3,4,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,1,1,6,,,,,10,,,,4245,38.7,100900,138.71,295,51,25,1
2023,549300COIWXM618UBE82,11700,NC,37021.0,37021001100.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,365000,90.00000,7.000,1.434,2,7640.13,,4884.00,,58.53,372,,96,2,1,2,2,405000,1,1,3,5,1,,100.0,39,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,2,,,,,10,,,,5127,19.97,87600,104.17,1481,2635,71,1
2023,549300COIWXM618UBE82,11700,NC,37021.0,37021003103.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,1,1,1,2,2,2,375000,77.27300,6.375,-0.174,2,4455.39,,1834.00,935.00,115.44,360,,,2,2,2,2,485000,1,1,3,5,1,,140.0,20%-<30%,3,1,2.0,,,,,3.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,1943,13.33,87600,100.56,571,1058,32,1
2023,549300COIWXM618UBE82,49180,NC,37057.0,37057061806.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,255000,74.08800,8.500,0.420,2,,,,,,300,,1,2,1,2,2,335000,1,1,3,5,1,,169.0,20%-<30%,11,11,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,3333,8.64,81300,103.28,945,1578,35,1
2023,549300COIWXM618UBE82,99999,NC,37045.0,37045950701.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,2,1,1,2,2,2,145000,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,85.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,3659,35.83,70400,110.3,1170,1716,39,0
2023,549300COIWXM618UBE82,11700,NC,37021.0,37021000300.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,255000,71.44100,,,3,,,,,,300,,1,2,1,2,2,755000,1,2,3,5,1,,254.0,36,11,11,2.0,,,,,3.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,35-44,45-54,No,No,1,1,6,,,,,4,,,,2183,24.74,87600,116.8,476,864,66,0
2023,549300A0SVCQJPHVGV20,17300,TN,47125.0,47125102010.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,1,2,2,2,65000,36.23200,6.740,1.180,2,87.02,,0.00,,150.00,120,,,2,2,2,2,175000,1,1,3,5,1,,68.0,20%-<30%,8,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4671,45.64,73500,114.91,1087,1419,14,1
2023,549300A0SVCQJPHVGV20,99999,TX,48365.0,48365950600.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,205000,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,247.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,2186,18.71,73200,115.0,768,1158,34,0
2023,549300CDLJDN8ENOT455,41420,OR,41047.0,41047010702.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,5,0,2,1,2,2,2,1,2,85000,,,,3,,,,,,300,,,2,2,2,2,,1,1,3,5,1,,76.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,7452,15.35,89000,135.42,2140,2627,29,0
2023,549300CDLJDN8ENOT455,41420,OR,41047.0,41047001000.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,3,0,2,1,4,1,2,1,2,75000,100.00000,,,3,,,,,,240,,,2,1,2,2,75000,2,1,2,1,1,,62.0,<20%,8,10,2.0,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,2,5,1,4,55-64,9999,Yes,,1,1,6,,,,,4,,,,4425,44.07,89000,66.2,643,1252,49,0
2023,254900ZFWS2106HWPH46,33124,FL,12086.0,12086010502.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,5,2,1,1,1,2,2,2,415000,79.04800,7.125,1.263,2,16258.44,,11371.10,9686.10,,360,,,2,2,2,2,525000,1,1,3,5,1,,100.0,49,2,10,1.0,13.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,9647,91.94,74700,142.37,1837,2215,10,1
2023,254900ZFWS2106HWPH46,19740,CO,8059.0,8059012044.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,32,1,2,2,2,205000,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,76.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,1,,,,,10,,,,4057,24.16,125500,132.25,942,1025,26,0
2023,254900ZFWS2106HWPH46,33460,MN,27003.0,27003050220.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,71,2,2,1,1,2,2,2,295000,96.50000,6.750,1.599,2,15012.09,,7449.96,5964.96,,360,,,2,2,2,2,305000,1,1,3,5,1,,76.0,50%-60%,1,9,3.0,,,,,3.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,<25,<25,No,No,1,1,1,,,,,10,,,,6827,14.6,124300,112.94,2036,2411,27,1
2023,254900ZFWS2106HWPH46,17460,OH,39035.0,39035117800.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,5,2,2,1,1,2,2,2,105000,96.50000,5.750,0.120,2,7471.15,,2064.97,2995.00,,360,,,2,2,2,2,105000,1,1,3,5,1,,33.0,48,3,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,2,1,1,,,,,10,,,,1878,87.65,94000,46.71,397,1053,0,1
2023,254900ZFWS2106HWPH46,41180,MO,29183.0,29183311721.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,3,32,1,2,2,2,255000,89.05200,6.250,0.194,2,9596.09,,0.00,,,360,,,2,2,2,2,295000,1,1,3,5,1,,141.0,30%-<36%,2,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,55-64,55-64,No,No,2,2,6,,,,,10,,,,3765,17.88,100800,148.88,1207,1272,35,1
2023,254900ZFWS2106HWPH46,33340,WI,55133.0,55133204002.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,225000,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,96.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,2,1,1,,,,,10,,,,5545,7.29,100600,130.96,1884,2289,36,0
2023,254900ZFWS2106HWPH46,41940,CA,6069.0,6069000702.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,9,2,1,1,2,2,2,2,155000,98.97400,0.000,,2,,,500.00,,,360,,,2,2,1,1,785000,1,1,3,5,1,,110.0,47,3,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,3,3,2,2,25-34,25-34,No,No,2,1,6,,,,,10,,,,6423,69.8,178800,69.03,1265,1593,26,1
2023,254900ZFWS2106HWPH46,45300,FL,12057.0,12057013912.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Joint,1,9,2,2,1,1,2,2,2,405000,96.50000,7.250,1.663,2,19819.07,,10246.92,,10246.92,360,,,2,2,2,2,415000,1,1,3,5,1,,135.0,50%-60%,2,9,2.0,,,,,2.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,2,25-34,25-34,No,No,2,1,1,,,,,10,,,,7011,50.06,89400,127.44,1341,1585,13,1
2023,254900ZFWS2106HWPH46,12940,LA,22033.0,22033003504.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,2,3,32,1,2,2,2,105000,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,31.0,,9,9,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,2,1,,,,,10,,,,5954,98.69,82900,44.73,1229,2292,45,0
2023,254900ZFWS2106HWPH46,34820,SC,45051.0,45051060209.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,9,2,3,1,1,2,2,2,405000,100.00000,6.500,0.291,2,9071.67,,6224.63,4364.63,,360,,,2,2,2,2,405000,1,1,3,5,1,,128.0,49,3,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,2,,,,,10,,,,7589,24.35,79000,102.43,1832,2174,18,1
2023,254900ZFWS2106HWPH46,99999,WI,55111.0,55111000103.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,2,1,1,2,2,2,275000,96.50000,6.250,0.642,2,7712.04,,1134.08,1134.08,,360,,,2,2,2,2,275000,1,1,3,5,1,,77.0,40,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,2,1,1,,,,,10,,,,2776,21.58,86000,121.22,757,1119,28,1
2023,254900ZFWS2106HWPH46,20940,CA,6025.0,6025011002.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,71,2,1,1,1,2,2,2,345000,100.00000,6.000,0.018,2,10905.40,,8027.40,,,360,,,2,2,2,2,425000,1,1,3,5,1,,83.0,48,2,10,1.0,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,2,5,1,4,25-34,9999,No,,2,1,1,,,,,10,,,,9436,84.78,67900,174.78,1851,2591,28,1
